Status,ID,Application_order,Previous_qualification_grade,Admission_grade,Age_at_enrollment,Curricular_units_credited,Curricular_units_approved,Curricular_units_enrolled,Curricular_units_evaluations,Curricular_units_without_evaluations,Curricular_units_grade,Marital_status,Application_mode,Course,Daytime_evening_attendance,Previous_qualification,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder
Dropout,147,1,113.0,117.2,20,0,8,12,20,0,11.433333333333334,Single,General Continent,Agriculture and Environtment,1,02,02,01,Unskilled Workers,Armed Forces Professions,0,1,0,0
Graduate,148,1,134.0,128.8,18,0,10,10,19,0,13.770833333333332,Single,General Continent,Social Services and Management,1,02,03,02,Professionals and Specialists,Armed Forces Professions,0,1,0,0
Graduate,149,1,136.0,131.5,20,0,13,15,17,0,14.020952380952384,Single,General Continent,Health and Care,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,0,1
Enrolled,150,1,136.0,121.7,18,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,03,01,Professionals and Specialists,Installation and Machine Operators and Assembly Workers,0,1,0,0
Graduate,151,1,129.0,123.4,19,0,10,10,12,0,12.9,Single,General Continent,Health and Care,1,02,02,01,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Enrolled,152,1,138.0,124.7,18,0,8,12,21,0,11.583333333333334,Single,General Continent,Basic Education,1,02,01,01,"Skilled Workers in Industry, Construction, and Craftsmen",Agricultural and Forestry Workers,0,1,0,0
Graduate,153,1,137.0,132.8,18,0,11,12,15,0,12.566666666666666,Single,General Continent,Basic Education,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Dropout,154,1,115.0,108.7,21,0,6,12,22,0,11.333333333333332,Single,Transfer and Change,Basic Education,1,02,03,01,Professionals and Specialists,Service Workers and Sellers,0,1,0,0
Dropout,155,1,129.0,138.1,19,0,10,12,18,0,11.75,Single,General Continent,Basic Education,1,02,01,01,Agricultural and Forestry Workers,Agricultural and Forestry Workers,0,1,0,0
Graduate,156,1,131.0,126.5,18,0,10,10,10,0,11.2,Single,General Continent,Social Services and Management,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,1
Graduate,157,2,133.0,127.4,18,0,12,12,15,0,12.053571428571429,Single,General Continent,Social Services and Management,1,02,02,01,"Skilled Workers in Industry, Construction, and Craftsmen",Unskilled Workers,0,1,0,1
Graduate,158,3,125.0,123.6,20,0,10,12,19,0,11.416666666666668,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,Armed Forces Professions,0,1,0,0
Graduate,159,1,120.0,122.0,24,0,10,12,20,0,11.8,Single,Other,Social Services and Management,0,02,02,02,Agricultural and Forestry Workers,Installation and Machine Operators and Assembly Workers,0,1,0,1
Dropout,160,1,128.0,118.2,19,0,12,12,15,0,13.083333333333332,Single,General Continent,Social Services and Management,1,02,02,02,Administrative Staff,Professionals and Specialists,0,1,0,0
Graduate,161,1,127.0,123.9,18,0,14,15,21,0,12.808333333333334,Single,General Continent,Health and Care,1,02,02,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Graduate,162,2,134.0,125.8,18,0,15,15,16,0,15.136875,Single,General Continent,Health and Care,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,0,0
Dropout,163,5,132.0,123.3,21,0,7,12,23,0,11.25,Single,General Continent,Basic Education,1,02,02,01,Administrative Staff,Administrative Staff,0,1,0,0
Graduate,164,2,124.0,124.4,19,0,10,10,10,0,14.2,Single,General Continent,Social Services and Management,1,02,02,02,Service Workers and Sellers,Administrative Staff,0,1,0,0
Graduate,165,1,133.1,126.0,19,0,12,12,13,0,12.75,Single,General Continent,Social Services and Management,1,02,02,01,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Enrolled,166,1,170.0,170.0,47,0,0,7,1,0,0.0,Single,Other,Agriculture and Environtment,1,02,02,01,Agricultural and Forestry Workers,Agricultural and Forestry Workers,1,1,0,0
Graduate,167,3,125.0,121.5,19,0,9,12,22,0,11.333333333333332,Single,General Continent,Social Services and Management,1,02,02,02,"Skilled Workers in Industry, Construction, and Craftsmen",Installation and Machine Operators and Assembly Workers,0,1,0,0
Graduate,168,1,130.0,130.0,29,2,14,16,16,0,14.257142857142856,Single,Other,Health and Care,1,03,04,04,Professionals and Specialists,Professionals and Specialists,0,1,0,0
Dropout,169,1,125.0,117.0,21,0,5,12,25,0,11.666666666666668,Single,Transfer and Change,Social Services and Management,1,02,02,02,Administrative Staff,Installation and Machine Operators and Assembly Workers,0,1,0,0
Enrolled,170,1,130.0,130.0,28,0,8,10,24,1,10.875,Single,Other,Health and Care,1,02,01,02,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Graduate,171,2,133.1,108.0,20,0,15,15,16,0,13.009821428571428,Single,General Continent,Health and Care,1,02,01,01,Intermediate Level Technicians and Professions,Armed Forces Professions,0,1,0,0
Graduate,172,1,131.0,132.3,19,0,12,14,14,0,11.683333333333332,Single,General Continent,Health and Care,1,02,04,01,Administrative Staff,Service Workers and Sellers,0,1,0,0
Graduate,173,1,150.0,148.0,26,0,8,12,18,0,11.833333333333332,Single,Transfer and Change,Social Services and Management,0,02,02,04,Administrative Staff,Agricultural and Forestry Workers,0,1,0,0
Dropout,174,2,125.0,122.6,20,0,10,12,14,0,12.458333333333332,Single,General Continent,Agriculture and Environtment,1,02,01,01,Unskilled Workers,Installation and Machine Operators and Assembly Workers,1,0,0,0
Enrolled,175,1,131.0,123.0,18,0,7,10,12,0,12.583333333333332,Single,General Continent,Social Services and Management,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,1
Graduate,176,1,130.0,102.5,27,0,10,12,19,0,12.6,Single,Other,Basic Education,1,02,01,02,Unskilled Workers,Service Workers and Sellers,0,1,0,0
Dropout,177,2,123.0,113.3,20,0,8,14,16,0,11.95,Single,General Continent,Health and Care,1,02,00,00,Other,Other,0,1,0,0
Dropout,178,5,141.0,133.0,18,0,10,12,20,0,11.4,Single,General Continent,Basic Education,1,02,01,02,Unskilled Workers,Service Workers and Sellers,0,1,0,0
Dropout,179,1,140.0,140.0,33,5,12,15,18,0,14.466666666666667,Single,Other,Health and Care,1,03,02,02,Unskilled Workers,Service Workers and Sellers,0,1,0,0
Graduate,180,1,140.0,128.3,35,32,40,40,40,0,12.704260651629074,Single,Transfer and Change,Basic Education,1,02,03,02,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,1,0,0
Enrolled,181,1,140.0,140.0,26,4,12,12,14,1,12.916666666666666,Single,Other,Social Services and Management,0,03,01,02,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,0,1
Dropout,182,1,133.1,104.0,27,0,5,12,12,0,6.0,Single,Other,Social Services and Management,1,01,02,02,Intermediate Level Technicians and Professions,Administrative Staff,1,0,0,0
Dropout,183,3,131.0,122.3,19,0,6,12,12,0,6.083333333333333,Single,General Continent,Design and Creativity,1,02,02,01,Service Workers and Sellers,Service Workers and Sellers,0,0,0,0
Dropout,184,2,143.0,135.0,20,0,0,12,0,0,0.0,Single,General Continent,Agriculture and Environtment,1,02,02,02,Administrative Staff,Agricultural and Forestry Workers,0,1,0,0
Dropout,185,2,132.0,119.1,20,0,6,10,18,0,10.285714285714285,Single,General Continent,Social Services and Management,1,02,03,03,Service Workers and Sellers,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,0
Enrolled,186,1,143.0,126.6,21,5,12,16,30,0,10.75,Single,Transfer and Change,Social Services and Management,1,02,02,01,Service Workers and Sellers,Unskilled Workers,1,0,0,0
Graduate,187,3,141.0,129.0,18,0,12,14,14,0,13.05,Single,General Continent,Health and Care,1,02,01,02,Unskilled Workers,Administrative Staff,0,1,0,1
Dropout,188,1,133.1,162.3,24,0,2,12,16,0,5.5,Single,Other,Health and Care,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,0,0
Graduate,189,4,148.0,163.4,20,0,12,12,13,0,11.75,Single,General Continent,Design and Creativity,1,02,02,03,Administrative Staff,Professionals and Specialists,0,1,0,0
Graduate,190,1,125.0,121.5,21,0,12,12,13,0,12.25,Single,General Continent,Agriculture and Environtment,1,02,02,01,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,0,1
Enrolled,191,1,120.0,122.8,23,0,3,11,25,0,10.0,Single,General Continent,Social Services and Management,0,02,02,01,"Skilled Workers in Industry, Construction, and Craftsmen",Intermediate Level Technicians and Professions,0,1,0,0
Dropout,192,1,140.0,118.0,24,0,0,10,10,0,0.0,Single,Other,Social Services and Management,1,02,02,03,Administrative Staff,Intermediate Level Technicians and Professions,0,1,0,0
Dropout,193,1,139.0,134.0,21,0,0,12,0,0,0.0,Single,Transfer and Change,Basic Education,1,02,02,02,Administrative Staff,Armed Forces Professions,0,1,0,0
Graduate,194,4,142.0,129.8,18,0,14,16,16,0,12.242857142857144,Single,General Continent,Health and Care,1,02,01,01,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,0,0
Dropout,195,1,130.0,152.0,27,0,0,10,0,0,0.0,Single,Other,Social Services and Management,0,03,02,02,Intermediate Level Technicians and Professions,Administrative Staff,0,1,0,0
Graduate,196,6,126.0,122.8,18,0,16,16,16,0,12.93375,Single,General Continent,Health and Care,1,02,01,01,Service Workers and Sellers,Service Workers and Sellers,0,1,0,0
Dropout,197,1,150.0,150.0,35,0,0,10,0,0,0.0,Single,Other,Technology and Engineering,1,03,03,04,Professionals and Specialists,Professionals and Specialists,0,1,0,0
Graduate,198,1,130.0,131.8,18,0,14,14,17,0,13.5,Single,General Continent,Basic Education,1,02,02,02,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,0,1,0,0
Enrolled,199,1,120.0,105.9,35,0,6,6,7,0,11.575000000000001,Single,Other,Health and Care,1,02,02,03,"Skilled Workers in Industry, Construction, and Craftsmen",Professionals and Specialists,0,1,0,0
Graduate,200,1,138.0,132.1,19,0,8,10,22,2,14.041666666666668,Single,General Continent,Health and Care,1,02,02,02,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Graduate,201,4,127.0,127.4,20,0,12,12,14,0,11.25,Single,General Continent,Social Services and Management,1,02,02,02,Administrative Staff,Students,0,1,0,0
Graduate,202,4,140.0,129.5,18,0,14,16,16,0,12.324285714285711,Single,General Continent,Health and Care,1,02,02,02,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Graduate,203,1,130.0,126.7,21,5,12,12,13,0,11.94047619047619,Single,Other,Social Services and Management,1,03,01,01,Service Workers and Sellers,Armed Forces Professions,1,1,0,0
Graduate,204,2,128.0,116.5,18,0,9,12,22,0,11.196428571428571,Single,General Continent,Social Services and Management,1,02,02,01,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,0,1
Graduate,205,1,132.0,119.1,18,0,8,12,18,0,10.875,Single,General Continent,Social Services and Management,1,02,00,00,Students,Students,0,1,0,0
Graduate,206,2,149.0,126.5,18,0,14,16,16,0,12.914285714285713,Single,General Continent,Health and Care,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Graduate,207,4,155.0,149.8,18,0,12,12,12,0,14.0,Single,General Continent,Social Services and Management,1,02,03,02,Professionals and Specialists,Administrative Staff,0,1,0,1
Graduate,208,1,120.0,115.1,19,0,11,12,17,0,13.62857142857143,Single,General Continent,Health and Care,1,02,02,02,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Dropout,209,1,133.1,124.5,36,0,11,12,13,0,13.257142857142856,Single,Other,Agriculture and Environtment,1,01,03,02,Professionals and Specialists,Intermediate Level Technicians and Professions,0,1,0,1
Graduate,210,2,131.0,128.3,18,0,14,16,16,0,12.642857142857142,Single,General Continent,Health and Care,1,02,01,02,"Skilled Workers in Industry, Construction, and Craftsmen",Administrative Staff,0,1,0,1
Graduate,211,1,149.0,136.0,18,0,12,14,14,0,12.916666666666666,Single,General Continent,Health and Care,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,1
Graduate,212,1,140.0,140.0,20,0,12,12,16,0,15.741071428571429,Single,Transfer and Change,Agriculture and Environtment,1,02,02,03,Unskilled Workers,Professionals and Specialists,0,1,0,1
Dropout,213,1,133.1,126.3,26,0,0,10,15,0,0.0,Single,Other,Social Services and Management,0,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,1
Graduate,214,1,122.0,126.9,21,0,12,12,15,0,11.857142857142858,Single,Transfer and Change,Social Services and Management,1,02,02,02,Administrative Staff,Service Workers and Sellers,0,1,0,0
Enrolled,215,1,130.0,145.0,25,0,14,15,19,0,12.71875,Single,Other,Health and Care,1,03,02,02,Administrative Staff,Service Workers and Sellers,0,1,0,0
Graduate,216,1,121.0,115.8,19,0,10,10,12,0,11.6,Single,General Continent,Social Services and Management,1,02,02,03,Service Workers and Sellers,Service Workers and Sellers,0,1,0,1
Dropout,217,1,120.0,100.0,24,0,1,12,17,6,5.0,Single,Other,Social Services and Management,0,02,02,01,Installation and Machine Operators and Assembly Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Dropout,218,1,133.1,102.5,27,0,1,12,29,0,5.0,Single,Other,Social Services and Management,0,02,02,02,Service Workers and Sellers,Administrative Staff,0,1,0,1
Dropout,219,1,121.0,131.5,21,0,2,10,19,1,6.75,Single,General Continent,Health and Care,1,02,02,01,Professionals and Specialists,Intermediate Level Technicians and Professions,0,1,0,0
Graduate,220,1,133.0,147.0,18,0,7,10,15,0,12.666666666666668,Single,General Continent,Social Services and Management,1,02,01,01,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Graduate,221,4,134.0,122.5,19,0,12,12,12,0,13.916666666666668,In Relationship,General Continent,Basic Education,1,02,01,01,Service Workers and Sellers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Dropout,222,3,115.0,117.5,18,0,6,12,22,0,11.875,Single,General Continent,Agriculture and Environtment,1,02,02,02,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,1,0,0
Graduate,223,1,127.0,150.0,19,0,12,15,18,0,13.021428571428569,Single,Transfer and Change,Health and Care,1,02,02,02,Service Workers and Sellers,Unskilled Workers,0,1,0,1
Graduate,224,1,135.0,127.5,19,0,13,15,17,0,14.327083333333334,Single,General Continent,Health and Care,1,02,02,01,Administrative Staff,Service Workers and Sellers,0,1,0,1
Graduate,225,1,140.0,140.0,33,2,11,11,12,0,15.566666666666666,In Relationship,Other,Social Services and Management,0,05,03,06,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,1,0,0
Graduate,226,1,130.0,130.0,45,0,10,10,11,0,12.4,In Relationship,Other,Social Services and Management,1,03,02,05,Intermediate Level Technicians and Professions,Armed Forces Professions,0,1,0,0
Graduate,227,1,135.0,133.3,20,0,12,12,13,0,12.428571428571429,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,0,1
Dropout,228,2,140.0,97.0,28,0,0,10,10,0,0.0,Single,Other,Social Services and Management,1,02,00,00,Students,Students,0,1,0,0
Graduate,229,1,120.0,112.0,19,0,14,16,30,0,11.571428571428571,Single,Transfer and Change,Health and Care,1,02,02,02,Service Workers and Sellers,Installation and Machine Operators and Assembly Workers,0,1,0,1
Graduate,230,2,140.0,123.6,18,0,9,12,16,0,12.761904761904763,Single,General Continent,Agriculture and Environtment,1,02,02,01,Administrative Staff,Service Workers and Sellers,0,1,0,0
Dropout,231,1,133.1,130.5,38,0,0,12,0,0,0.0,Single,Other,Agriculture and Environtment,1,03,02,02,Administrative Staff,Agricultural and Forestry Workers,0,1,0,0
Graduate,232,2,135.0,133.3,19,0,10,10,10,0,13.1,Single,General Continent,Social Services and Management,1,02,02,03,Administrative Staff,Intermediate Level Technicians and Professions,0,1,0,0
Graduate,233,1,123.0,132.1,21,0,10,12,17,0,11.5,Single,General Continent,Agriculture and Environtment,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,0,1
Dropout,234,1,133.1,100.0,21,0,4,10,24,3,13.5,Single,General Continent,Social Services and Management,1,02,01,02,Unskilled Workers,Armed Forces Professions,0,1,0,0
Graduate,235,1,154.0,140.4,22,0,11,12,12,0,12.8,Single,General Continent,Social Services and Management,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,1
Graduate,236,1,148.0,141.7,18,0,11,12,15,0,13.283333333333333,Single,General Continent,Basic Education,1,02,02,02,Service Workers and Sellers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Graduate,237,2,133.0,119.7,18,0,12,12,18,0,11.452380952380953,Single,General Continent,Social Services and Management,1,02,01,01,Intermediate Level Technicians and Professions,Unskilled Workers,0,1,0,1
Dropout,238,1,126.0,122.5,25,0,8,10,24,2,13.875,Single,General Continent,Agriculture and Environtment,1,02,02,02,Unskilled Workers,Unskilled Workers,0,0,0,0
Dropout,239,1,133.1,140.0,24,3,6,12,25,0,11.041666666666668,Single,Other,Health and Care,1,01,02,02,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,0
Enrolled,240,3,125.0,119.4,19,0,13,14,18,0,11.966964285714287,Single,General Continent,Health and Care,1,02,03,02,Administrative Staff,Administrative Staff,0,1,0,0
Enrolled,241,1,145.0,155.0,24,20,20,30,34,0,13.232323232323232,Single,Special Contingent,Design and Creativity,1,02,03,03,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,1,0,0
Graduate,242,2,118.0,119.1,20,0,10,10,10,0,12.6,Single,General Continent,Social Services and Management,1,02,01,02,Service Workers and Sellers,Service Workers and Sellers,0,1,0,1
Dropout,243,1,120.0,122.7,25,0,0,10,14,0,0.0,Single,Other,Social Services and Management,1,02,01,02,Unskilled Workers,Professionals and Specialists,0,0,0,0
Graduate,244,1,127.0,117.9,20,9,19,20,25,0,12.631818181818183,Single,General Continent,Social Services and Management,1,02,01,02,Unskilled Workers,Armed Forces Professions,0,1,0,1
